order_id,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productid,unitprice,quantity,discount,year,month,day,year_be,gross_sales,net_sales,discount_amount,has_discount,shipping_type,order_size,order_date,month_name
10251,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,22,16.8,6,0.05,1996,7,8,2539,100.80000000000001,95.76,5.040000000000001,Y,MEDIUM_COST,SMALL,1996-07-08,Jul
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,60,27.2,40,0.0,1996,7,9,2539,1088.0,1088.0,0.0,N,HIGH_COST,LARGE,1996-07-09,Jul
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,33,2.0,25,0.05,1996,7,9,2539,50.0,47.5,2.5,Y,HIGH_COST,MEDIUM,1996-07-09,Jul
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,20,64.8,40,0.05,1996,7,9,2539,2592.0,2462.4,129.6,Y,HIGH_COST,LARGE,1996-07-09,Jul
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,49,16.0,40,0.0,1996,7,10,2539,640.0,640.0,0.0,N,HIGH_COST,LARGE,1996-07-10,Jul
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,39,14.4,42,0.0,1996,7,10,2539,604.8000000000001,604.8000000000001,0.0,N,HIGH_COST,LARGE,1996-07-10,Jul
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,31,10.0,20,0.0,1996,7,10,2539,200.0,200.0,0.0,N,HIGH_COST,MEDIUM,1996-07-10,Jul
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,74,8.0,21,0.0,1996,7,11,2539,168.0,168.0,0.0,N,MEDIUM_COST,MEDIUM,1996-07-11,Jul
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,55,19.2,21,0.15,1996,7,11,2539,403.2,342.71999999999997,60.48,Y,MEDIUM_COST,MEDIUM,1996-07-11,Jul
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,24,3.6,15,0.15,1996,7,11,2539,54.0,45.9,8.1,Y,MEDIUM_COST,MEDIUM,1996-07-11,Jul
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,59,44.0,30,0.0,1996,7,12,2539,1320.0,1320.0,0.0,N,HIGH_COST,LARGE,1996-07-12,Jul
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,36,15.2,25,0.0,1996,7,12,2539,380.0,380.0,0.0,N,HIGH_COST,MEDIUM,1996-07-12,Jul
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,16,13.9,35,0.0,1996,7,12,2539,486.5,486.5,0.0,N,HIGH_COST,LARGE,1996-07-12,Jul
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,2,15.2,20,0.0,1996,7,12,2539,304.0,304.0,0.0,N,HIGH_COST,MEDIUM,1996-07-12,Jul
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,77,10.4,12,0.0,1996,7,15,2539,124.80000000000001,124.80000000000001,0.0,N,LOW_COST,MEDIUM,1996-07-15,Jul
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,53,26.2,15,0.0,1996,7,15,2539,393.0,393.0,0.0,N,LOW_COST,MEDIUM,1996-07-15,Jul
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,77,10.4,15,0.0,1996,7,16,2539,156.0,156.0,0.0,N,HIGH_COST,MEDIUM,1996-07-16,Jul
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,39,14.4,6,0.0,1996,7,16,2539,86.4,86.4,0.0,N,HIGH_COST,SMALL,1996-07-16,Jul
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,27,35.1,25,0.0,1996,7,16,2539,877.5,877.5,0.0,N,HIGH_COST,MEDIUM,1996-07-16,Jul
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,32,25.6,6,0.2,1996,7,17,2539,153.60000000000002,122.88000000000002,30.720000000000006,Y,HIGH_COST,SMALL,1996-07-17,Jul
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,5,17.0,65,0.2,1996,7,17,2539,1105.0,884.0,221.0,Y,HIGH_COST,LARGE,1996-07-17,Jul
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2,15.2,50,0.2,1996,7,17,2539,760.0,608.0,152.0,Y,HIGH_COST,LARGE,1996-07-17,Jul
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,5022,Mexico,37,20.8,1,0.0,1996,7,18,2539,20.8,20.8,0.0,N,LOW_COST,SMALL,1996-07-18,Jul
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,5022,Mexico,21,8.0,10,0.0,1996,7,18,2539,80.0,80.0,0.0,N,LOW_COST,MEDIUM,1996-07-18,Jul
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,70,12.0,21,0.25,1996,7,19,2539,252.0,189.0,63.0,Y,HIGH_COST,MEDIUM,1996-07-19,Jul
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,62,39.4,15,0.25,1996,7,19,2539,591.0,443.25,147.75,Y,HIGH_COST,MEDIUM,1996-07-19,Jul
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,57,15.6,50,0.0,1996,7,19,2539,780.0,780.0,0.0,N,HIGH_COST,LARGE,1996-07-19,Jul
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,41,7.7,16,0.25,1996,7,19,2539,123.2,92.4,30.8,Y,HIGH_COST,MEDIUM,1996-07-19,Jul
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,35,14.4,20,0.0,1996,7,19,2539,288.0,288.0,0.0,N,LOW_COST,MEDIUM,1996-07-19,Jul
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,21,8.0,20,0.0,1996,7,19,2539,160.0,160.0,0.0,N,LOW_COST,MEDIUM,1996-07-19,Jul
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,56,30.4,2,0.0,1996,7,22,2539,60.8,60.8,0.0,N,MEDIUM_COST,SMALL,1996-07-22,Jul
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,7,24.0,15,0.0,1996,7,22,2539,360.0,360.0,0.0,N,MEDIUM_COST,MEDIUM,1996-07-22,Jul
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,5,17.0,12,0.2,1996,7,22,2539,204.0,163.20000000000002,40.800000000000004,Y,MEDIUM_COST,MEDIUM,1996-07-22,Jul
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,74,8.0,36,0.25,1996,7,23,2539,288.0,216.0,72.0,Y,HIGH_COST,LARGE,1996-07-23,Jul
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,30,20.7,60,0.25,1996,7,23,2539,1242.0,931.5,310.5,Y,HIGH_COST,LARGE,1996-07-23,Jul
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,24,3.6,28,0.0,1996,7,23,2539,100.8,100.8,0.0,N,HIGH_COST,MEDIUM,1996-07-23,Jul
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,16,13.9,60,0.25,1996,7,23,2539,834.0,625.5,208.5,Y,HIGH_COST,LARGE,1996-07-23,Jul
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,41,7.7,25,0.15,1996,7,24,2539,192.5,163.625,28.875,Y,LOW_COST,MEDIUM,1996-07-24,Jul
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2,15.2,35,0.0,1996,7,24,2539,532.0,532.0,0.0,N,LOW_COST,LARGE,1996-07-24,Jul
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,70,12.0,20,0.0,1996,7,25,2539,240.0,240.0,0.0,N,HIGH_COST,MEDIUM,1996-07-25,Jul
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,17,31.2,30,0.0,1996,7,25,2539,936.0,936.0,0.0,N,HIGH_COST,LARGE,1996-07-25,Jul
10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,12,30.4,12,0.05,1996,7,26,2539,364.79999999999995,346.55999999999995,18.24,Y,MEDIUM_COST,MEDIUM,1996-07-26,Jul
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,76,14.4,15,0.15,1996,7,29,2539,216.0,183.6,32.4,Y,HIGH_COST,MEDIUM,1996-07-29,Jul
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,59,44.0,70,0.15,1996,7,29,2539,3080.0,2618.0,462.0,Y,HIGH_COST,LARGE,1996-07-29,Jul
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,40,14.7,50,0.0,1996,7,29,2539,735.0,735.0,0.0,N,HIGH_COST,LARGE,1996-07-29,Jul
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,72,27.8,4,0.0,1996,7,30,2539,111.2,111.2,0.0,N,HIGH_COST,SMALL,1996-07-30,Jul
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,29,99.0,10,0.0,1996,7,30,2539,990.0,990.0,0.0,N,HIGH_COST,MEDIUM,1996-07-30,Jul
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,72,27.8,20,0.05,1996,7,31,2539,556.0,528.1999999999999,27.8,Y,LOW_COST,MEDIUM,1996-07-31,Jul
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,33,2.0,60,0.05,1996,7,31,2539,120.0,114.0,6.0,Y,LOW_COST,LARGE,1996-07-31,Jul
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,43,36.8,25,0.0,1996,8,1,2539,919.9999999999999,919.9999999999999,0.0,N,HIGH_COST,MEDIUM,1996-08-01,Aug
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,36,15.2,30,0.0,1996,8,1,2539,456.0,456.0,0.0,N,HIGH_COST,LARGE,1996-08-01,Aug
10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,33,2.0,24,0.0,1996,8,1,2539,48.0,48.0,0.0,N,LOW_COST,MEDIUM,1996-08-01,Aug
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,72,27.8,24,0.0,1996,8,2,2539,667.2,667.2,0.0,N,HIGH_COST,MEDIUM,1996-08-02,Aug
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,31,10.0,40,0.0,1996,8,2,2539,400.0,400.0,0.0,N,HIGH_COST,LARGE,1996-08-02,Aug
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,20,64.8,6,0.0,1996,8,2,2539,388.79999999999995,388.79999999999995,0.0,N,HIGH_COST,SMALL,1996-08-02,Aug
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,76,14.4,33,0.05,1996,8,5,2539,475.2,451.43999999999994,23.76,Y,HIGH_COST,LARGE,1996-08-05,Aug
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,40,14.7,60,0.05,1996,8,5,2539,882.0,837.9,44.1,Y,HIGH_COST,LARGE,1996-08-05,Aug
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,33,2.0,20,0.0,1996,8,5,2539,40.0,40.0,0.0,N,HIGH_COST,MEDIUM,1996-08-05,Aug
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,31,10.0,15,0.05,1996,8,5,2539,150.0,142.5,7.5,Y,HIGH_COST,MEDIUM,1996-08-05,Aug
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,10,24.8,24,0.05,1996,8,5,2539,595.2,565.44,29.760000000000005,Y,HIGH_COST,MEDIUM,1996-08-05,Aug
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,72,27.8,7,0.0,1996,8,6,2539,194.6,194.6,0.0,N,LOW_COST,SMALL,1996-08-06,Aug
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,71,17.2,20,0.0,1996,8,6,2539,344.0,344.0,0.0,N,LOW_COST,MEDIUM,1996-08-06,Aug
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,59,44.0,6,0.05,1996,8,7,2539,264.0,250.79999999999998,13.200000000000001,Y,MEDIUM_COST,SMALL,1996-08-07,Aug
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,24,3.6,12,0.05,1996,8,7,2539,43.2,41.04,2.16,Y,MEDIUM_COST,MEDIUM,1996-08-07,Aug
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico,13,4.8,10,0.0,1996,8,8,2539,48.0,48.0,0.0,N,LOW_COST,MEDIUM,1996-08-08,Aug
10276,TORTU,8,1996-08-08,1996-08-22,1996-08-14,3,13.84,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico,10,24.8,15,0.0,1996,8,8,2539,372.0,372.0,0.0,N,LOW_COST,MEDIUM,1996-08-08,Aug
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany,62,39.4,12,0.0,1996,8,9,2539,472.79999999999995,472.79999999999995,0.0,N,HIGH_COST,MEDIUM,1996-08-09,Aug
10277,MORGK,2,1996-08-09,1996-09-06,1996-08-13,3,125.77,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,4179,Germany,28,36.4,20,0.0,1996,8,9,2539,728.0,728.0,0.0,N,HIGH_COST,MEDIUM,1996-08-09,Aug
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,73,12.0,25,0.0,1996,8,12,2539,300.0,300.0,0.0,N,HIGH_COST,MEDIUM,1996-08-12,Aug
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,63,35.1,8,0.0,1996,8,12,2539,280.8,280.8,0.0,N,HIGH_COST,SMALL,1996-08-12,Aug
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,59,44.0,15,0.0,1996,8,12,2539,660.0,660.0,0.0,N,HIGH_COST,MEDIUM,1996-08-12,Aug
10278,BERGS,8,1996-08-12,1996-09-09,1996-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,44,15.5,16,0.0,1996,8,12,2539,248.0,248.0,0.0,N,HIGH_COST,MEDIUM,1996-08-12,Aug
10279,LEHMS,8,1996-08-13,1996-09-10,1996-08-16,2,25.83,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,17,31.2,15,0.25,1996,8,13,2539,468.0,351.0,117.0,Y,MEDIUM_COST,MEDIUM,1996-08-13,Aug
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,75,6.2,30,0.0,1996,8,14,2539,186.0,186.0,0.0,N,LOW_COST,LARGE,1996-08-14,Aug
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,55,19.2,20,0.0,1996,8,14,2539,384.0,384.0,0.0,N,LOW_COST,MEDIUM,1996-08-14,Aug
10280,BERGS,2,1996-08-14,1996-09-11,1996-09-12,1,8.98,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,24,3.6,12,0.0,1996,8,14,2539,43.2,43.2,0.0,N,LOW_COST,MEDIUM,1996-08-14,Aug
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,35,14.4,4,0.0,1996,8,14,2539,57.6,57.6,0.0,N,LOW_COST,SMALL,1996-08-14,Aug
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,24,3.6,6,0.0,1996,8,14,2539,21.6,21.6,0.0,N,LOW_COST,SMALL,1996-08-14,Aug
10281,ROMEY,4,1996-08-14,1996-08-28,1996-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,19,7.3,1,0.0,1996,8,14,2539,7.3,7.3,0.0,N,LOW_COST,SMALL,1996-08-14,Aug
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,57,15.6,2,0.0,1996,8,15,2539,31.2,31.2,0.0,N,LOW_COST,SMALL,1996-08-15,Aug
10282,ROMEY,4,1996-08-15,1996-09-12,1996-08-21,1,12.69,Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain,30,20.7,6,0.0,1996,8,15,2539,124.19999999999999,124.19999999999999,0.0,N,LOW_COST,SMALL,1996-08-15,Aug
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,72,27.8,3,0.0,1996,8,16,2539,83.4,83.4,0.0,N,HIGH_COST,SMALL,1996-08-16,Aug
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,60,27.2,35,0.0,1996,8,16,2539,952.0,952.0,0.0,N,HIGH_COST,LARGE,1996-08-16,Aug
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,19,7.3,18,0.0,1996,8,16,2539,131.4,131.4,0.0,N,HIGH_COST,MEDIUM,1996-08-16,Aug
10283,LILAS,3,1996-08-16,1996-09-13,1996-08-23,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,15,12.4,20,0.0,1996,8,16,2539,248.0,248.0,0.0,N,HIGH_COST,MEDIUM,1996-08-16,Aug
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,67,11.2,5,0.25,1996,8,19,2539,56.0,42.0,14.0,Y,HIGH_COST,SMALL,1996-08-19,Aug
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,60,27.2,20,0.25,1996,8,19,2539,544.0,408.0,136.0,Y,HIGH_COST,MEDIUM,1996-08-19,Aug
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,44,15.5,21,0.0,1996,8,19,2539,325.5,325.5,0.0,N,HIGH_COST,MEDIUM,1996-08-19,Aug
10284,LEHMS,4,1996-08-19,1996-09-16,1996-08-27,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,27,35.1,15,0.25,1996,8,19,2539,526.5,394.875,131.625,Y,HIGH_COST,MEDIUM,1996-08-19,Aug
